사용월,호선명,지하철역,04시_승차,05시_승차,06시_승차,07시_승차,08시_승차,09시_승차,10시_승차,11시_승차,12시_승차,13시_승차,14시_승차,15시_승차,16시_승차,17시_승차,18시_승차,19시_승차,20시_승차,21시_승차,22시_승차,23시_승차,00시_승차,01시_승차,02시_승차,03시_승차
202301,2호선,도림천,0,298,1210,3029,3478,2058,1947,1522,2408,1549,1938,2120,2534,2903,3475,1760,834,730,377,155,36,2,0,0
202301,2호선,동대문역사문화공원(DDP),261,4347,3500,6027,10678,10496,11600,14704,18376,19560,23331,27462,31730,39235,42810,25618,19510,20538,14806,7089,1444,11,0,0
202301,2호선,뚝섬,14,2672,7053,15079,22485,15580,12626,14056,18232,22054,26722,32918,40693,65331,123525,58224,37591,35025,24845,9700,1503,14,0,0
202301,2호선,문래,8,3655,12022,39403,45661,25041,17993,17681,20679,22590,22789,25571,32009,54879,102040,37160,25319,26478,20637,10019,1638,14,0,0
202301,2호선,방배,3,2190,8290,19545,28224,22895,17069,18093,19667,22112,22816,24655,28455,38426,59948,25737,19098,18185,13799,5937,1095,11,0,0
202301,2호선,봉천,44,13377,24227,73687,114692,69848,38322,30943,33876,33637,29106,28345,29881,29882,31773,19175,15369,13750,10543,4545,836,5,0,0
202301,2호선,사당,60,11127,23472,66120,90763,71418,44230,41371,47585,48939,51965,55273,59936,72510,90635,61283,57220,63059,60501,34101,5654,37,2,0
202301,2호선,삼성(무역센터),157,4506,6513,12737,17652,18535,21576,32160,39415,52872,67721,88244,112298,197811,292287,150439,112872,97631,60661,17291,2767,18,0,0
202301,2호선,상왕십리,52,5077,12300,35684,59325,33869,20201,18288,20125,19379,18130,18810,19986,24130,26147,16292,11138,9906,6981,2661,432,3,1,0
202301,2호선,서울대입구(관악구청),4136,25058,37476,115473,165427,113632,64814,56539,61640,67516,59783,60807,66781,75313,85823,51884,43859,45636,41753,21704,3488,35,0,0
202301,2호선,서초,29,1657,8141,15925,26023,26078,19242,25956,23639,32178,32855,40130,43086,66960,92345,42094,28907,26925,17786,6838,818,4,0,0
202301,2호선,선릉,88,4566,9931,18024,29739,27808,31225,41250,49400,57694,68272,89465,111840,180478,280229,140909,89343,88780,73010,26570,4304,14,0,0
202301,2호선,성수,31,4574,8522,19415,29342,21200,19072,22096,27728,34445,41578,52817,67393,122725,232772,108498,75258,68378,51357,21148,3238,15,0,0
202301,2호선,시청,79,925,1831,4912,7102,9423,13267,19837,20585,24517,30087,36032,43267,88932,161892,54353,41819,40026,24971,10048,1330,11,1,0
202301,2호선,신답,9,1114,1624,5599,10878,4701,2390,2026,2127,2015,1794,1756,1869,1963,2041,960,558,516,428,155,25,0,0,0
202301,2호선,신당,32,5107,9759,24108,43635,25064,17317,16919,19991,20818,21185,22114,25457,28218,30463,20114,15899,14695,12436,6100,1087,5,0,0
202301,2호선,신대방,148,20590,29784,79142,122968,76305,42130,34333,34766,34232,29680,28257,29822,32647,33114,19710,14954,12005,9497,4558,830,22,0,0
202301,2호선,신도림,3176,29141,46035,124404,134855,81895,55400,54926,61613,65505,66366,70396,78307,96033,117360,68289,57407,59881,48559,19757,2461,41,0,0
202301,2호선,신림,214,34268,63690,170489,256849,158420,85500,71809,75308,73069,68337,66983,72307,76264,78769,53507,45074,44268,39453,22913,4395,85,0,0
202301,2호선,신설동,39,1354,1372,4463,8114,4412,3817,4825,5603,6565,7317,8205,8751,10318,11872,4178,2755,2313,1699,689,112,1,0,0
202301,2호선,신정네거리,47,7236,16406,45231,41974,22783,15793,14379,15058,14920,12451,11566,12534,12995,11482,6943,4933,4276,3325,1415,262,2,0,0
202301,2호선,신촌,62,6515,13533,33468,49868,35105,32649,39841,51051,54740,56297,65200,74651,89276,88792,60917,64237,66781,65077,32273,5066,69,1,0
202301,2호선,아현,19,4130,8993,25696,37483,22001,15770,15489,16701,15786,14734,15897,17011,18001,18450,11253,8172,6150,4098,2049,364,6,0,0
202301,2호선,양천구청,29,4307,10304,29795,27552,16206,11009,9859,10272,9165,7693,7566,8185,8915,9031,4210,2775,2326,1898,658,116,1,0,0
202301,2호선,역삼,27,3508,8440,13538,24628,21857,22312,30432,39041,46327,57760,76618,94458,200086,275604,155009,90862,85575,57454,22502,3768,13,0,0
202301,2호선,영등포구청,17,4789,10854,34372,44626,26488,20316,21317,23592,24969,27559,28818,34344,52395,98370,34734,25882,24730,18301,8232,1436,14,1,0
202301,2호선,왕십리(성동구청),727,6357,8769,21995,43027,27281,17085,17196,19930,21473,20917,22159,26070,31099,34554,21178,21120,24384,24675,13727,2217,23,0,0
202301,2호선,용답,0,2068,2824,6805,12597,6528,4663,4015,4229,4791,3925,3942,4603,4224,3415,2173,1552,1221,898,403,71,0,0,0
202301,2호선,용두(동대문구청),23,1065,1465,4570,8736,4357,3291,3481,3771,3959,4355,4637,4904,4898,5514,2295,1727,1475,807,371,52,0,0,0
202301,2호선,을지로3가,25,970,2242,5271,9982,11760,15005,19421,21070,23841,28433,33578,40422,82297,133476,52650,38649,42595,35141,20185,3123,28,0,0
202301,2호선,을지로4가,12,770,1753,4109,7826,8709,10959,14988,16300,18651,21868,24936,30100,53352,63911,26694,15321,12542,9061,4218,725,3,0,0
202301,2호선,을지로입구,55,2175,3349,9165,14575,18074,23678,34450,39880,48851,57229,70085,82143,146331,267439,116737,105198,74543,56381,21616,3116,18,0,0
202301,2호선,이대,27,3208,8214,23852,34015,20030,15173,17510,21592,21737,21318,24682,26829,36435,30757,19336,15055,13570,11622,4571,685,8,0,0
202301,2호선,잠실(송파구청),57,11412,41757,108094,150212,113752,74148,77283,87019,93821,103013,122434,147589,184144,229866,159235,161641,139304,95122,28214,4122,40,0,0
202301,2호선,잠실나루,4,2911,9847,31447,42827,27746,22257,22130,22040,20652,21470,23802,27453,33984,28355,13592,10030,7780,5688,2522,370,6,0,0
202301,2호선,잠실새내,36,4866,14693,46688,70184,45647,30327,29381,31793,31596,29579,33145,33762,37920,41189,29638,26409,25664,25406,13723,2134,33,0,0
202301,2호선,종합운동장,39,1279,5193,14334,20275,15032,10954,9783,10851,9694,14013,11951,12676,14480,16729,8202,7924,9344,3294,1338,269,4,0,0
202301,2호선,충정로(경기대입구),23,2941,6021,14353,20755,13649,10022,10574,11366,11692,12645,12909,16071,27145,44708,14463,9221,8650,6486,2972,704,18,0,0
202301,2호선,한양대,3,907,2254,4994,8037,5369,5065,8432,9020,12691,10605,13439,21269,29656,29923,11632,7731,7320,6247,3560,787,6,0,0
202301,2호선,합정,126,9697,16398,38732,50657,33541,24721,27027,32773,36921,40279,46011,53413,72288,110542,72123,59576,66733,61827,32208,5491,59,0,0
202301,2호선,홍대입구,1350,29267,29955,57425,73532,52618,44677,53267,62529,71884,81432,99284,126147,158331,184996,151724,148492,176595,175977,90008,11381,170,0,0
202301,3호선,가락시장,40,2452,6213,17394,20341,14215,12632,13046,13264,13481,13891,15113,15724,20530,28171,11893,9151,8022,5770,2493,298,4,0,0
202301,3호선,경복궁(정부서울청사),46,2253,5091,12346,18360,17135,15448,19131,23467,29229,36064,43555,52126,68545,97856,38920,32168,31953,21678,8437,892,4,0,0
202301,3호선,경찰병원,27,2564,6817,20465,24684,14391,10404,10025,9376,9350,9571,10782,10005,15017,19513,6740,5590,4827,3247,1072,138,4,0,0
202301,3호선,고속터미널,121,5024,5983,23119,39554,47442,50307,66027,78453,86408,97067,109741,122421,136731,131132,111352,120952,77198,46478,16976,1770,65,0,0
202301,3호선,교대(법원.검찰청),52,1381,3362,7427,11644,9515,9948,12772,14861,19017,22003,23656,26536,42641,61454,27716,23170,23990,20825,7908,1044,4,0,0
202301,3호선,구파발,64,9691,27614,77513,72617,40445,28876,27886,29606,28085,28441,30840,32433,34374,28413,18233,14673,13225,10533,3004,485,3,0,0
202301,3호선,금호,34,3997,8723,22837,34563,21904,13729,11859,12196,11699,9900,9910,10566,11503,10906,6984,5130,3918,3139,1447,183,3,0,0
202301,3호선,남부터미널(예술의전당),26,2495,8286,25106,40234,34077,31724,36247,38238,42560,43687,48920,60994,98210,131279,60843,42192,37604,32913,9133,777,4,0,0
202301,3호선,녹번,66,8927,22881,62865,69685,41015,25680,21716,22083,20090,17641,16353,16739,17069,19390,9496,6954,5881,4331,1527,203,1,2,0
202301,3호선,대청,66,3331,9499,23258,32372,18173,14252,13547,13085,14023,12997,14252,16488,21813,24977,10787,7660,5960,4362,1507,213,4,0,0
202301,3호선,대치,17,2538,11370,20592,23656,15144,12733,13108,16874,18877,16309,18206,20687,34846,29477,17114,12496,17184,32728,3148,327,7,0,0
202301,3호선,도곡,37,724,2565,7119,9206,6159,5086,5568,6013,6393,7068,8332,9902,15849,16270,8124,5698,4796,3762,832,138,1,0,0
202301,3호선,독립문,152,4308,5174,12498,16903,12709,11179,11487,13186,12352,12265,13404,13155,14871,14128,6433,5055,4003,2884,971,122,0,0,0
202301,3호선,동대입구,11,1488,2477,5136,7646,6181,5540,8386,7406,9116,12099,13483,18420,25227,39541,15839,13328,18750,12537,2943,331,3,0,0
202301,3호선,매봉,6,1459,5766,14704,19216,13008,11526,11836,12623,14042,15568,17483,19809,36961,60256,20046,14759,15234,9337,3062,324,8,0,0
202301,3호선,무악재,27,1687,5270,14435,17038,10801,7733,6653,6571,6040,5382,4894,5274,5981,6519,3000,2247,1882,1157,507,75,0,0,0
202301,3호선,불광,26,8157,17184,45391,55456,32423,23527,22206,23842,24252,24156,25638,26837,26392,27443,14824,11936,10357,6832,2759,400,4,2,0
202301,3호선,수서,159,4364,10404,29963,41420,28147,30220,24617,30900,28706,21967,32381,35417,42437,49779,22306,22547,15214,15623,6960,720,61,0,0
202301,3호선,신사,89,3927,5720,10001,15845,13488,17001,22587,27686,32116,40113,48268,56503,83011,122917,87009,60603,64166,55570,25362,3744,20,0,0
202301,3호선,안국,18,1377,2509,5222,8927,9342,10866,16826,25395,29921,39603,52036,66619,104864,111372,48433,39842,34920,19939,6445,660,4,0,0
202301,3호선,압구정,106,2605,7347,13299,21633,17955,23293,30028,36599,40838,49616,58928,69335,93900,134688,92730,73635,56748,39366,12042,1753,4,0,0
202301,3호선,약수,118,6201,8821,20931,35560,26508,17583,16532,18866,18992,18560,18631,20530,24144,30813,17101,13532,13876,10595,4709,731,15,0,0
202301,3호선,양재(서초구청),83,4475,11849,28978,41654,29497,27373,30859,34415,40022,43985,51504,64861,115506,183921,82833,60255,53777,38323,13168,1482,4,0,0
202301,3호선,연신내,195,22437,43934,110977,130300,78528,52366,50471,55322,51535,47896,47971,49951,47741,43344,29615,24612,22556,19511,9289,1383,15,0,0
202301,3호선,오금,30,3568,7166,22749,28182,14446,8408,7739,8158,7682,6702,6727,7740,10475,11149,4513,3268,2745,2265,652,107,1,0,0
202301,3호선,옥수,185,2685,8038,19036,28184,19436,14033,12949,13296,13943,13538,13220,14461,16349,15748,9733,7417,6945,4584,2025,322,0,0,0
202301,3호선,을지로3가,21,534,921,1907,3460,4848,6911,9052,9901,11510,13808,15838,19381,39446,64920,25439,17786,18484,14334,7592,1010,7,0,0
202301,3호선,일원,5,1959,7788,19065,22664,16023,16316,17052,17376,15453,16852,20576,25039,34917,17454,9442,5607,3927,3421,1288,133,0,0,0
202301,3호선,잠원,1,1025,4139,9520,15151,9578,6703,6801,6889,7137,6619,7027,10511,11054,8352,4635,3229,3107,1901,620,104,0,0,0
202301,3호선,종로3가,46,682,1051,1489,2374,3240,5376,8023,9802,11013,13707,17704,20973,31788,51510,26875,16338,17285,13668,5887,502,8,1,0
202301,3호선,지축,1,2511,8304,23460,22968,12182,8552,7852,8289,8483,7452,7864,10567,9381,6736,4560,3469,2717,2320,1021,208,1,0,0
202301,3호선,충무로,0,0,0,0,1,0,0,0,4,1,0,2,2,2,1,6,3,2,2,2,4,1,0,0
202301,3호선,학여울,4,467,1404,3292,4362,2923,2222,2652,3168,3185,3173,4199,4939,5386,6889,2404,1821,1601,909,285,50,0,0,0
202301,3호선,홍제,90,8545,20746,56643,63738,40668,29137,27458,29735,26305,24639,23447,25393,25227,24219,13339,10389,8514,6084,2288,364,1,0,0
202301,4호선,길음,20,8540,29014,78151,77960,44233,31517,27677,29893,29190,26530,26298,29829,31461,27726,15855,12075,9500,9187,2892,444,12,0,0
202301,4호선,남태령,63,444,850,1794,3083,2400,2042,1960,2145,1835,1817,1721,2669,5192,4001,1472,958,703,320,125,17,0,0,0
202301,4호선,노원,221,10413,20900,45297,48410,29221,23994,23345,27778,26898,26604,28006,30709,32511,32830,23190,24926,24161,22002,11191,2156,38,0,0
202301,4호선,당고개,44,7121,13244,35147,32270,20239,14696,14015,14089,14222,13095,11763,12281,12082,10954,6899,4822,4227,2801,1187,267,5,0,0
202301,4호선,동대문,208,3619,2343,4123,5411,8786,14211,19540,25158,30883,38703,46961,56577,75485,53873,27738,19990,22253,11991,5113,663,3,0,0
202301,4호선,동대문역사문화공원(DDP),311,4560,3670,6269,9605,11056,13050,16150,19149,21547,26566,32984,39207,56053,74299,38488,29014,27350,20325,10022,1713,17,0,0
202301,4호선,동작(현충원),3,203,411,1335,2051,1637,1332,1538,1630,1729,1851,2487,3302,4177,3957,1465,1188,915,646,264,31,2,0,0
202301,4호선,명동,42,1105,2877,5095,8867,15541,21589,27621,29951,32421,37787,47365,55910,74276,115031,61601,53183,47984,36140,12707,993,13,0,0
202301,4호선,미아(서울사이버대학),50,9688,18432,40536,46622,30324,22621,21382,23792,23523,21263,20159,22247,24342,26045,14763,10576,8088,6788,2445,358,5,0,0
202301,4호선,미아사거리,59,13565,32439,80624,88385,55627,40608,37970,39881,39905,39238,39302,40963,39789,41099,29122,28028,17290,13273,6442,1061,13,0,0
202301,4호선,사당,110,9264,23066,63625,74747,62992,40646,34140,36680,35790,35389,34605,37271,43150,47652,32199,30412,33189,29469,14391,1560,12,0,0
202301,4호선,삼각지,2,601,1989,6350,9027,5612,4651,4897,6160,7165,7350,8402,10194,15344,22177,10185,9523,11003,10438,5669,797,1,0,0
202301,4호선,상계,34,12257,32435,77459,66051,39206,28723,26134,27826,26892,23778,22584,24304,24709,22361,14274,10775,9863,10251,3067,486,9,0,0
202301,4호선,서울역,230,3804,5365,11103,13680,11604,10822,12931,13961,13572,13906,15319,19231,41439,57343,23057,14516,12592,9211,4065,619,12,0,0
202301,4호선,성신여대입구(돈암),28,5452,16411,40670,46933,31333,25140,25303,29888,30334,29569,31019,34860,40280,42355,26093,23791,26021,23325,10604,1622,21,1,0
202301,4호선,수유(강북구청),102,18798,42460,100164,110153,70465,50095,46911,50434,50327,46941,46558,50300,54245,60308,35179,27405,24573,20233,11342,1935,40,0,0
202301,4호선,숙대입구(갈월),9,2548,6994,16113,23075,17398,14286,14274,18456,17414,17915,19149,23526,33156,44763,21687,18563,18290,16028,8232,1128,13,0,0
202301,4호선,신용산,9,1631,4318,10590,15295,12267,11939,15847,17393,20823,21263,27748,36160,59618,92626,43955,34340,33607,25359,11378,1492,37,0,0
202301,4호선,쌍문,210,20323,46048,111741,115721,70726,49370,42982,44834,41269,36704,33669,34370,35751,33039,20644,15551,13110,9305,4524,579,12,0,0
202301,4호선,이촌(국립중앙박물관),19,1176,4409,10235,14541,10451,8744,10199,15718,17265,19288,24905,29844,33854,29491,10599,9031,7605,3829,1460,168,0,0,0
202301,4호선,창동,1707,14386,34421,74839,70181,44632,36674,36404,39262,38211,36433,38138,42021,44430,44964,24763,19343,17615,13565,6305,1165,11,0,0
202301,4호선,총신대입구(이수),66,5038,13936,41117,53416,34309,25653,26202,28653,28860,27650,27897,28534,34413,40898,23893,21404,19140,16847,7990,903,9,0,0
202301,4호선,충무로,58,2732,4121,8304,13756,14723,15723,20575,23341,27120,32742,39322,48198,80145,131804,59705,42734,42100,32597,16316,2943,18,0,0
202301,4호선,한성대입구(삼선교),27,5609,10939,26563,32837,22658,18149,17995,20731,20355,19729,20013,24950,26163,26958,14724,12143,10932,7966,3561,497,8,0,0
202301,4호선,혜화,20,3086,6978,15483,18917,22489,29335,33822,36132,39555,49780,69624,84916,100634,113978,67612,66183,83702,78003,27408,3518,19,0,0
202301,4호선,회현(남대문시장),12,1326,2618,4263,6796,8408,12750,21275,28251,35335,44955,55495,69755,89070,117912,48867,43362,20122,11185,4355,599,3,0,0
202301,5호선,강동,94,9244,17512,48482,63650,34278,23797,23506,25900,23098,23234,25318,28675,40440,43309,20029,14369,11670,8569,3301,683,15,0,0
202301,5호선,강일,1,2246,6731,20334,18777,11224,9312,7960,7667,7023,6233,6400,8068,7835,7906,3123,2087,1780,1197,466,97,1,0,0
202301,5호선,개롱,5,2888,7810,19530,20078,11405,9382,8593,9518,9299,7837,8099,10004,10876,11564,5693,4024,3507,2408,836,108,3,0,0
202301,5호선,개화산,0,3945,7382,19506,19406,9830,7736,7226,8424,7698,7253,6801,7498,10287,12779,5317,3278,2602,2233,690,109,2,0,0
202301,5호선,거여,6,5711,13894,40879,40305,21135,13987,12798,13881,12965,11203,11236,13770,15096,14705,7338,5050,4484,3170,991,145,4,0,0
202301,5호선,고덕,4,3845,10259,27107,23173,14858,13036,14131,15418,13765,14971,15668,17100,20348,15189,9192,7192,7152,6982,1978,378,5,0,0
202301,5호선,공덕,6,1343,4753,18292,30243,14609,11651,13445,15212,16400,16064,17042,20336,37271,62246,24090,18852,19023,15109,6722,952,6,0,0
202301,5호선,광나루(장신대),8,4966,14664,34193,41075,25712,18894,17367,18441,20188,19490,19661,21413,23780,28675,14016,11708,14272,8417,2781,415,7,0,0
202301,5호선,광화문(세종문화회관),9,965,2780,8149,12438,9961,12270,18810,23133,31041,39402,50445,65712,105861,207083,75288,57797,63524,36864,12601,1458,4,0,0
202301,5호선,군자(능동),22,6047,10438,29645,43322,20433,12798,12125,14316,14122,13279,13813,15886,19739,25291,14504,11508,12035,10037,5352,1018,10,0,0
202301,5호선,굽은다리(강동구민회관앞),1,6348,12098,31546,34417,19549,14668,14228,14489,14609,12687,13176,13040,13977,15414,9395,6678,6673,5164,2286,340,3,0,0
202301,5호선,길동,17,4154,7661,19713,24598,13517,11356,11548,12641,12709,11914,12586,14312,15117,16591,8259,6622,6119,4867,1834,392,5,0,0
202301,5호선,김포공항,2,502,1651,4265,7265,6712,7597,10431,11034,13763,16510,17316,17555,21822,26181,16615,13710,12622,12645,4168,392,33,0,0
202301,5호선,까치산,212,21710,38733,112872,145981,74946,43386,39332,40525,38458,32666,30676,31843,30910,30655,19122,14600,12203,10287,5187,851,9,0,0
202301,5호선,답십리,14,7913,16274,48422,68175,34207,21215,19464,20658,20097,19004,20189,22784,27809,32231,15544,10878,8904,7026,2771,449,3,1,0
202301,5호선,동대문역사문화공원(DDP),0,180,515,1314,2102,2123,2659,3106,2595,2760,3333,4088,5549,11154,20651,7762,4027,3548,2323,1097,201,1,0,0
202301,5호선,둔촌동,4,3604,8436,20992,25336,14364,10890,11229,11495,11641,11475,12612,16177,19001,19982,10018,7307,6290,4911,2120,202,1,0,0
202301,5호선,마곡,0,2262,6801,21050,22705,12500,9946,10170,11449,12323,13466,15606,19509,29489,41026,16950,12094,10488,7379,2803,428,5,0,0
202301,5호선,마장,0,2204,5322,13763,18482,10788,8130,8177,9694,9272,9102,9234,9077,10093,12094,7083,5008,4876,3380,1449,170,4,0,0
202301,5호선,마천,41,6409,12718,35201,29065,15614,10295,9331,9952,8795,8231,7975,8823,8933,9542,4411,3265,2563,1494,620,107,3,0,0
202301,5호선,마포,16,2054,7259,24519,33075,17193,14113,14892,16749,17434,16760,18505,20444,33605,57895,20869,17230,19447,14117,6104,766,8,0,0
202301,5호선,명일,4,4483,12478,31841,29882,16694,14144,12493,13822,12944,11744,11290,12281,11961,11939,7135,5628,5301,4152,1686,412,8,0,0
202301,5호선,목동,11,7475,18014,54181,67049,31647,21731,21040,21668,20555,19668,19972,21323,25537,27377,15056,12544,11790,11977,4253,606,9,0,0
202301,5호선,미사,14,6730,21107,60312,56948,29563,21869,20923,22803,23124,20353,23508,23955,25914,27389,16532,15987,16257,14915,7688,1946,24,0,0
202301,5호선,발산,4,3239,8926,24640,27304,16762,16889,20137,23011,25134,29188,34469,40198,63143,85489,36858,31033,31452,26290,11341,1705,20,0,0
202301,5호선,방이,3,2297,6735,16210,16452,9882,8762,8135,10003,10629,9204,10624,11487,14886,20274,10198,8324,9741,10386,1939,211,1,0,0
202301,5호선,방화,25,4910,9896,24618,24527,13594,10498,10471,10652,10118,9131,9087,9629,9983,9670,4403,3416,2445,2106,793,168,1,0,0
202301,5호선,상일동,32,8571,26051,68936,50226,29474,22314,19257,20209,18003,16521,17070,18228,20193,18237,9978,7109,4810,3565,1625,369,5,0,0
202301,5호선,서대문,6,2658,5487,16412,22148,15684,14657,17635,18208,17956,21178,26071,31678,63711,108619,30879,24329,22254,14948,5993,683,3,0,0
202301,5호선,송정,30,3144,6982,17677,21559,13315,10100,9421,9660,9376,9318,8770,9689,11439,12331,6626,5093,4276,3420,1700,258,4,0,0
202301,5호선,신금호,36,2495,6101,18393,26027,14049,8947,8274,8917,8966,8126,7659,8936,9137,9718,7017,4485,3547,2754,1139,191,0,0,0
202301,5호선,신길,43,1397,3635,14354,22137,9010,4809,4136,4380,4235,3696,3869,4967,7123,11953,4300,2858,2766,1986,1296,211,0,0,0
202301,5호선,신정(은행정),62,11123,20650,58532,72388,34947,19512,16657,17293,15798,13544,12368,13549,15142,15347,7967,5639,4721,3840,1683,237,2,0,0
202301,5호선,아차산(어린이대공원후문),3,7974,15225,36808,54512,30847,20136,17997,21458,22060,21201,20490,24085,23965,25089,14332,11416,10594,8444,2946,522,3,0,0
202301,5호선,애오개,24,2047,4624,16187,24174,11606,7923,8223,8902,9394,8323,9158,9328,13190,20421,7187,5178,4304,3136,1109,147,1,0,0
202301,5호선,양평,1,1998,6209,22800,27871,12140,7299,7177,7632,8149,7050,7581,8518,15410,29212,8285,5101,4333,3101,1460,195,0,0,0
202301,5호선,여의나루,2,853,2133,4678,8206,4482,4025,5431,7146,8358,11385,14616,21086,43835,59731,23321,22460,12905,7770,2484,223,2,0,0
202301,5호선,여의도,5,1829,3431,8521,12083,9912,10697,16538,17500,23196,29420,38503,51411,137938,171977,67955,57013,47593,28636,9781,1236,0,0,0
202301,5호선,영등포구청,3,916,2189,6764,9892,4945,3741,4113,4404,4803,4775,5555,6340,9799,19614,6161,4182,4039,2739,1364,194,3,0,0
202301,5호선,영등포시장,3,2277,5460,21334,32215,13995,9735,10191,12482,12803,13866,17858,23173,28087,38153,15675,11162,10010,7301,3185,460,9,0,0
202301,5호선,오금,8,1042,2545,6793,6917,4339,4025,4122,4701,4723,4386,5089,5759,9439,13724,4205,3172,2826,2144,722,75,2,0,0
202301,5호선,오목교(목동운동장앞),0,4838,13541,43724,52853,27394,20416,22190,25620,27523,28594,30867,37818,48572,64366,34531,36612,28648,22632,7717,975,5,0,0
202301,5호선,올림픽공원(한국체대),0,935,4826,9533,10464,7260,6536,6362,6814,6851,6423,7249,7996,8985,8966,5398,3820,3875,4724,1390,86,2,0,0
202301,5호선,왕십리(성동구청),9,1592,1836,5147,7962,4650,4092,4756,5433,5747,6314,7148,8701,9833,13995,7901,7059,8153,6819,3154,575,4,0,0
202301,5호선,우장산,0,6081,19446,50607,53762,28371,21987,21220,22994,21873,19047,19754,20141,21219,18335,11338,7977,6592,5358,1877,270,2,0,0
202301,5호선,을지로4가,0,391,746,1485,2398,2486,3179,5157,6262,7771,9627,11124,13066,24510,36213,13698,8452,7170,4894,2221,251,0,0,0
202301,5호선,장한평,25,6715,15944,48064,69121,36103,21236,19555,21075,21135,20581,21765,27960,37359,57057,23416,14235,11206,8515,3766,619,0,0,0
202301,5호선,종로3가,34,1414,1968,2820,4244,4781,6496,9865,15918,18587,23139,28814,34862,43248,55936,32354,30720,34755,28874,14264,1820,34,0,0
202301,5호선,천호(풍납토성),67,5883,10345,25034,32789,20421,19563,22583,25820,27917,29970,34614,40603,48446,50995,34693,31824,23828,19190,9530,1833,30,0,0
202301,5호선,청구,0,1421,2165,5679,9887,5971,4933,5065,5039,5058,5192,5035,6637,7678,12768,6724,4366,3549,2977,1370,199,3,0,0
202301,5호선,충정로(경기대입구),21,839,2025,5645,8241,4643,3692,3834,4255,4652,4990,5298,6101,13800,27069,6685,4611,4250,2774,1115,183,2,0,0
202301,5호선,하남검단산,15,3261,8133,20492,16768,11069,9173,7940,8944,9385,9121,10208,11254,12225,11617,7217,6447,6132,4627,988,105,5,0,0
202301,5호선,하남시청(덕풍?신장),8,4658,10071,22509,20860,13979,11795,11917,12665,11895,10947,11247,12053,12296,13353,7323,5394,4259,2973,1220,254,6,0,0
202301,5호선,하남풍산,2,1720,4980,9132,10248,6243,5663,5750,6099,6088,6306,7064,7620,10387,12964,5309,4040,3966,2198,621,171,5,0,0
202301,5호선,행당,11,3397,10101,26773,40285,20396,13199,11449,11920,11118,9328,9495,9333,10166,9988,5811,4612,3605,2697,1003,171,2,0,0
202301,5호선,화곡,260,20300,36509,104052,138563,68893,42127,38234,39567,37838,32822,31151,34275,35565,35782,21652,15623,13702,10514,4642,632,13,0,0
202301,6호선,고려대(종암),8,3069,6741,19034,25589,13840,9340,9028,10892,12381,10413,11224,14895,19878,18467,8243,6054,5810,5031,2328,430,2,0,0
202301,6호선,공덕,86,4058,7260,17496,27415,19456,16554,18096,20604,21685,22560,26346,29243,51887,82403,33887,26285,25002,19355,9466,1165,5,0,0
202301,6호선,광흥창(서강),2,2636,6466,16790,24017,14909,10824,11809,13341,12158,11427,11665,13199,20496,30160,12718,8659,7245,5210,2168,322,4,0,0
202301,6호선,구산,6,4829,10001,27706,35360,17895,11941,10773,11434,10469,9260,9548,9951,9663,8381,5199,4074,3838,3266,1114,191,3,0,0
202301,6호선,녹사평(용산구청),10,866,1731,4044,6572,4997,4175,4538,5303,5833,6062,7278,9676,12114,16521,9453,8023,8193,7394,3849,541,8,0,0
202301,6호선,대흥(서강대앞),11,2126,4812,13468,20135,12723,8893,9183,11564,12300,11350,12647,13829,19387,22114,11098,8519,8987,8552,3238,427,2,0,0
202301,6호선,독바위,2,2014,4221,12266,11909,6119,4112,3930,4208,3851,3278,3233,3410,2993,2658,1658,1072,762,545,216,61,0,0,0
202301,6호선,돌곶이,7,5441,12662,35377,39413,19860,12998,11288,14401,16656,13534,11861,12122,13570,13776,8496,5777,5064,3962,1689,239,0,0,0
202301,6호선,동묘앞,125,4243,3857,7976,12744,10350,9269,11408,14217,14730,16466,18959,20698,20586,19676,9957,7770,6409,4761,2416,382,1,0,0
202301,6호선,디지털미디어시티,95,5266,13720,42893,48773,25992,16112,14047,14932,14155,13512,14951,18224,32512,46635,19724,10182,8031,5720,2446,522,2,0,0
202301,6호선,마포구청,5,6216,11769,34296,51284,30527,19740,17902,18329,19003,17875,18191,20188,25311,35384,15508,11153,10350,7596,3410,569,4,0,0
202301,6호선,망원,0,4991,9079,22443,34236,21607,15559,15928,19672,21169,22056,24270,26659,31040,39166,25611,21764,20553,16483,7938,1074,16,0,0
202301,6호선,버티고개,0,644,1606,4425,7285,4281,2922,2737,2911,2863,2701,3250,3259,4022,5164,2809,1730,1521,1133,411,86,0,0,0
202301,6호선,보문,22,3329,6458,19661,31456,15787,10046,8982,10167,10529,9667,9421,11149,12392,16096,7634,5781,5482,4197,2369,410,4,0,0
202301,6호선,봉화산(서울의료원),11,4367,13748,43996,35963,17570,12733,11523,11853,11277,9562,9177,10011,11615,10681,5506,4033,3440,2746,1202,147,7,0,0
202301,6호선,불광,9,1358,3574,10148,12175,6574,5398,6167,6923,7366,7853,9115,9771,9497,8901,5317,4557,3915,2194,992,188,6,0,0
202301,6호선,삼각지,1,1287,2525,7253,12077,8032,5802,7422,8470,9866,10376,11868,14775,20623,26628,11694,8576,8423,6542,3384,562,6,0,0
