주차장명,위도,경도
효자로 관광버스 주차허용 구간(시),37.58388333,126.97105
여의도공원 공영주차장(시),37.523151,126.916496
공유) 진양상가1구간 1-02면 (장애인전용)(구),37.5634183,126.9961205
쌍문2동 5공영주차장(구),37.660061,127.040884
자양전통시장 공영주차장(구),37.533767,127.081636
도림고가 노상주차장(구),37.5124045,126.8976111
어울림소공원 공영주차장(구),37.616735,127.035341
민속의 집 주차장(구),37.559645,127.168587
휘경유수지(구),37.58988,127.069266
둔촌역전통시장(구),37.528524,127.133681
성내전통시장 주차장(구),37.53334,127.128258
고분다리전통시장 주차장(구),37.542974,127.132245
천호3동제2 주차장(구),37.54053,127.134109
정릉천복개 공영주차장(구),37.580998,127.035313
가오천 노상공영(구),37.64378282,127.0241615
아카데미 노상공영(구),37.64481108,127.00511
화곡3-1 공영주차장(구),37.54178033,126.834743
화곡4-1 공영주차장(구),37.53431225,126.8610576
화곡1-1 공영주차장(구),37.53142687,126.839887
곰달래 문화복지센터 공영주차장(구),37.52904612,126.8488608
홍은 1동 제4 공영 주차장(구),37.60142195,126.9489426
창천중교 공영주차장(구),37.55473789,126.9394374
도화 공영주차장(구),37.54155295,126.9499337
빨래골 노상공영(구),37.63192054,127.0184517
면목2동공영주차장(구),37.58795027,127.0808579
목동노외 공영주차장(시),37.53344049,126.8766097
중곡3동 마을공원 주차장(구),37.56993873,127.0846931
도화공영주차장(구),37.49982342,126.9355137
부군당길공영주차장(구),37.57823238,127.0546185
구산동 마을공원 지하공동주차장(구),37.61473937,126.9084649
구세군길 공영주차장(무인)(구),37.62617605,127.0134424
가오리 공영주차장(구),37.64160736,127.0149816
삼양시장길 공영주차장(무인)(구),37.6259019,127.0157754
삼양마을공원지하 공영주차장(구),37.62274538,127.0184279
색동공원 공영주차장(구),37.63322721,127.0207105
비봉주차장(구),37.61217999,126.9565353
신도림역환승주차장(구),37.50733447,126.8916532
구로아트밸리 지하주차장(구),37.4969958,126.8895983
