주차장명,위도,경도
동대문소방서노상(구),37.56370597,127.066979
여의도공원앞1 노상주차장(구),37.52503851,126.919178
청계2(북2) 공영주차장(시),37.56882441,126.9962378
청계3(북1) 공영주차장(시),37.56967214,127.001126
가마산고가밑 공영주차장(시),37.4928576,126.8826674
청계3(남) 공영주차장(시),37.56904563,126.9996694
청계6(청평화) 공영주차장(시),37.56959934,127.0150827
청계1(남) 공영주차장(시),37.56799997,126.9899237
남대문 화물 공영주차장(시),37.56092361,126.9779427
한진면세점 앞(구),37.55630227,126.975572
해운센터 앞(구),37.56312811,126.9807402
신설동 공영주차장(시),37.57252061,127.0242568
천호2동노외주차장(구),37.54032781,127.1230483
구의3동 공영주차장(구),37.5391245,127.0913897
광진광장 공영주차장(구),37.54770648,127.0732696
암사1동 주차장(구),37.55289,127.1377215
양화진 공영주차장(구),37.545733,126.9112039
망원1-2 공영주차장(구),37.55558459,126.9058731
휘경유수지 공영주차장(구),37.58908686,127.0697738
덕원주차장(구),37.5623712,127.0687626
청계주차장(구),37.57223438,127.0342946
영등포동제3공영(구),37.517985,126.902785
신길1동공영(구),37.5102769,126.9186371
청파동1마을공원공영주차장(구),37.54294115,126.9684714
청파동청사(구),37.54549939,126.9699178
용산전자상가4(구),37.53388844,126.9600572
후암동주차장(구),37.55048874,126.9764859
영등포구청역 공영주차장(시),37.52432737,126.8954889
잠실역 공영주차장(시),37.51427683,127.1034141
장안2동 공영주차장(시),37.5782752,127.070619
해방촌노외 공영주차장(시),37.54438297,126.9843042
당산노외 공영주차장(시),37.52625065,126.8994538
명일동 공영주차장(시),37.55361065,127.1559121
도곡로21길 7 공영주차장(구),37.49250002,127.0388068
탄천제2호 공영주차장(구),37.49403327,127.087416
영희초교 공영주차장(구),37.49192117,127.0812916
배봉공영주차장(구),37.58693739,127.0620858
하늘공원주차장(구),37.48713079,126.8808015
개봉1동마을공동주차장(구),37.50455714,126.8460846
개봉1동 노외주차장(구),37.50001376,126.8510351
양재시민의숲(매헌)역 공영주차장(구),37.47037133,127.0385513
송정동(건물) 공영주차장(구),37.549976,127.0680728
동작대교 공영주차장(시),37.518577,126.983287
망원동 공영주차장(시),37.55955925,126.9066011
개화역 공영주차장(시),37.57798421,126.7982122
신대방역 공영주차장(시),37.48830327,126.9145228
구로디지털단지역(상) 공영주차장(시),37.48481135,126.9032339
학여울 공영주차장(시),37.49705092,127.0723954
일원터널 공영주차장(시),37.48285728,127.079372
창동역(서) 공영주차장(시),37.65237042,127.0456768
청암공영주차장(무인)(구),37.62472117,127.0153864
은혜공영주차장(무인)(구),37.62796164,127.0169995
송천동공영주차장(구),37.61458475,127.0251644
수유일공원공영주차장(구),37.63061186,127.0174307
번2동 공영주차장(무인)(구),37.62683533,127.0367553
미아동공영주차장(구),37.6285679,127.0223596
수유동쌈지마당공영주차장(구),37.63207449,127.0236192
당곡중학교공영 (지하주차장)(구),37.49190539,126.9330035
석계역 공영주차장(시),37.615292,127.062997
동구로 공영주차장(시),37.49510602,126.8918616
한마음주차장(구),37.53067739,126.8778804
적선동 주차장(시),37.57449014,126.9741859
해군본부앞 공영주차장(시),37.50439469,126.9211031
가산동 금천교 공영주차장(시),37.46588868,126.8870667
당산고가밑 공영주차장(시),37.53235797,126.9006576
을지로 공영주차장(시),37.56687934,127.0010084
연신중학교지하공동주차장(구),37.6232864,126.9250857
구청앞(구),37.6394929,127.0260328
신길5동 공영(구),37.5022256,126.9048131
남산공원 소월로 관광버스전용 주차장(시),37.55431755,126.978475
탑골공원 관광버스전용 주차장(시),37.57126963,126.987766
청계산근린광장(구),37.44649791,127.0561579
강일동 주차장(구),37.565988,127.172313
이경시장 공영주차장(구),37.59569002,127.06512
번동 햇살 주차장(구),37.62509512,127.0334319
봉수대공영주차장(구),37.61638404,127.1123001
양천사회단체봉사센터(구),37.53187194,126.875464
목동타운홀(구),37.53292894,126.8768775
마천동 3공영주차장(구),37.49615427,127.1498486
문정 공영주차장(구),37.49122464,127.1346929
대림노외 공영주차장(시),37.4928472,126.8943315
도봉산역 공영주차장(시),37.68972069,127.0448386
수서역남 공영주차장(시),37.4868589,127.1011147
남부골목 전통시장 고객주차장(구),37.53231129,126.8608566
까치산 전통시장 고객주차장(구),37.53154144,126.847861
송화골목 전통시장 고객주차장(구),37.54910323,126.8346531
가로공원로 지하 주차장(구),37.53758251,126.8393482
동대문 공영주차장(시),37.56710187,127.0121411
큰마을길(구),37.62338397,127.0243664
교육청길(구),37.62266051,127.0285386
신문로 공영주차장(구),37.57107424,126.9731594
서울글로벌센터 공영주차장(시),37.56983402,126.9815059
용답제2(평면) 공영주차장(구),37.56328524,127.056283
신교공영(구),37.58411794,126.9698478
오류1동 텃골주차장(구),37.4954652,126.8392484
천왕역 공영주차장(시),37.48728845,126.8391832
중곡시장주차장(구),37.56387377,127.0819848
매바위 공영주차장(구),37.58652245,126.9210871
자양전통시장 공영주차장(구),37.53380376,127.0816039
견인보관소(구),37.58901132,127.0691229
구룡 공영주차장(구),37.43718971,126.9042102
다목적 공영주차장(구),37.47633196,126.9018971
영등포본동제2공영(구),37.51332538,126.9140778
면목초교주자창(구),37.58919215,127.0757948
방배열린문화센터 공영주차장(구),37.48895873,126.9923298
풍납유수지공영주차장(구),37.52529597,127.1060433
나눔터길 노상공영(구),37.63632158,127.0221953
서강대역 환승 공영주차장(구),37.55102716,126.9364628
남부초등학교(지하주차장)(구),37.48490117,126.9221154
마장축산물시장 서문(건물) 공영주차장(구),37.5704876,127.0383274
다산아트 공영주차장(구),37.551642,127.004277
DDP북측 마장로 관광버스전용 주차장(시),37.56836018,127.0104831
영등포구청별관 공영주차장(구),37.528464,126.89437
동국제강 공영주차장(시),37.56733736,126.9834345
남대문 초입 관광버스전용 주차장(시),37.55958063,126.9758865
남대문 시장 관광버스전용 주차장(시),37.55944157,126.9756159
고척근린공원지하주차장(구),37.50559235,126.8519725
황학어린이공원 지하주차장(구),37.56754712,127.0181331
구로4동 주택가 공동 주차장(구),37.48968656,126.886952
한남동 공영주차장(구),37.53496611,127.0001918
독산4동 공영주차장(구),37.46943849,126.9045065
가산디지털 서측(구),37.48568215,126.879693
영남 공영주차장(시),37.51947074,126.902609
수유마을시장 공영주차장(구),37.63066419,127.0218459
시흥 4동 공영주차장(구),37.4594198,126.9087125
시흥 4동 (삼성)공영주차장(구),37.45459691,126.9090117
도곡초 공영주차장(구),37.49906096,127.0546851
서울놀이마당 공영주차장(구),37.508894,127.097779
신구초 공영주차장(구),37.52309456,127.0242926
역삼문화공원 공영주차장(구),37.50229995,127.0300608
천마 공영주차장(구),37.500313,127.154959
보라매공원동문주차장(구),37.493639,126.922978
빙수골장미(구),37.49317759,126.9340176
탄천(구),37.51248895,127.0692615
도산대로25길 32 공영주차장(구),37.52166886,127.0267945
방이고분 공영주차장(구),37.50794057,127.118192
가재울 공영주차장(구),37.63735694,127.0733182
송파나루공원 동호주차장(구),37.513126,127.106376
엔젤데이케이센터 지하주차장(구),37.48266125,126.970361
송파근린공원(구),37.506513,127.109587
한국통신(구),37.52833676,126.8712226
중구구민회관 부설(구),37.56862553,127.0060115
신길6동공영(구),37.50246528,126.9111455
경부제3녹지공영주차장(구),37.51357817,126.92347
경동고(구),37.58574745,127.014984
정릉시장(구),37.60821867,127.0094212
청계7가 공영주차장(시),37.57023639,127.0167509
동순라길(종묘) 관광버스전용 주차장(시),37.57248168,126.9966381
세운상가밑(구),37.56938589,126.9954957
태화관(구),37.57232736,126.9847199
동일상가아파트 이륜차 주차장(구),37.57148094,127.0192347
숭인상가아파트 이륜차 주차장(구),37.57208421,127.0207355
필운대로 도미노피자앞 이륜차 주차장(구),37.57985852,126.9686396
낙산성곽 버스전용 주차장(구),37.58024201,127.0100353
열린마당(구),37.575298,126.9787421
종각(구),37.56954962,126.9836479
원서공원 앞(구),37.5782594,126.9893581
창대교회 옆 이륜차 주차장(구),37.57457238,127.0163165
광화문빌딩(구),37.57158924,126.9730718
삼청공원앞(구),37.58752476,126.9831718
청계1(북) 공영주차장(시),37.56831662,126.9893367
종로63가길 이륜차 주차장(구),37.57725858,127.0186748
힐스테이트옆 이륜차 주차장(구)(구),37.57520211,127.0209485
종로40길 이륜차 주차장(구),37.57053812,127.0067987
창신쌍용2지구 북측 이륜차 주차장(구),37.58043112,127.0105621
한미빌딩옆(구),37.57195793,126.9844611
한미빌딩옆(구),37.57185042,126.9844954
청계5(북1) 공영주차장(시),37.56988503,127.0075057
청계5(동호로_북) 공영주차장(시),37.57028463,127.0021223
청계3(창경궁로_북1) 공영주차장(시),37.56987505,126.9979546
롯데캐슬 뒤 이륜차 주차장(구),37.57420786,127.016539
경복궁역 이륜차 주차장(구),37.57623266,126.9723516
청계2(돈화문로) 공영주차장(시),37.56904162,126.9923908
사직로3 관광버스 주차허용 구간(시),37.57451943,126.9676161
창의문로 관광버스 주차허용 구간(시),37.58960595,126.9716846
사직로1 관광버스 주차허용 구간(시),37.57612896,126.9709802
관철동 공영주차장(시),37.56843983,126.9862811
청계6(북) 공영주차장(시),37.56999345,127.0145813
낙산성곽길 이륜차 주차장(구),37.57243531,127.0094039
청계2(북1) 공영주차장(시),37.568682,126.994673
창경궁로1 관광버스 주차허용 구간(시),37.57930741,126.9964721
사직로2 관광버스 주차허용 구간(시),37.57584114,126.9713875
당고개위 공영주차장(시),37.67042332,127.0805663
수락산디자인서울거리(구),37.67524109,127.0573756
주공7단지옆(구),37.65638366,127.061401
(구)북부지법주변(구),37.61937697,127.0774836
유경백화점뒤(구),37.6502476,127.0775882
주공6단지상가주변(구),37.65375823,127.0620217
청구건영아파트옆(구),37.64812598,127.0760585
신한증권옆(구),37.65125221,127.0776265
주공5단지옆(구),37.65213801,127.0768532
방이습지 노상공영주차장(구),37.507871,127.13803
위례성길(A) 노상공영주차장(구),37.51679483,127.1140059
부영그린(구),37.53716845,126.8812642
공유) 상도2동 170-27(구),37.50483139,126.9416512
성내역(잠실나루역) 공영주차장(시),37.51806271,127.1050057
공유) 사당1동 가블럭(구),37.48352948,126.9776632
공유) 사당3동 다블럭(구),37.48431181,126.9736807
동작대교(위) 공영주차장(시),37.50540496,126.9806647
신림동제2공영(구),37.484629,126.925637
조원동제2공영(구),37.48357108,126.9036616
낙성대제2공영(구),37.47468415,126.9599001
낙성대제1공영(구),37.47763165,126.9589021
서원동제1공영(구),37.48326516,126.927269
공유) 151-100(구),37.51864629,127.0562966
도산대로45길(구),37.52359465,127.0353692
헌릉로745길(구),37.46945927,127.1182401
영동대로106길(구),37.51318723,127.061367
압구정로29길(구),37.52995975,127.0277101
논현로28길(구),37.48366374,127.0444185
테헤란로64길(구),37.50462221,127.0510959
선릉로146길(구),37.52173572,127.0401232
선릉로132길(구),37.51817835,127.0426046
영동대로85길(구),37.50581197,127.0583703
남부순환로397길(구),37.49423318,127.0606595
대치동507-3(구),37.49322295,127.0622786
영동대로96길(구),37.50970454,127.0644753
언주로171길(구),37.52760321,127.0318953
압구정고가1 공영주차장(시),37.52595798,127.0284388
동호대교(남) 공영주차장(시),37.53089304,127.0247078
압구정고가2 공영주차장(시),37.52575088,127.0284385
대림역2 공영주차장(시),37.4963164,126.8935591
제방도로 공영주차장(시),37.49925013,126.8928943
등촌3동 구암길(구),37.56119329,126.8461228
화곡6동 방죽길(구),37.55246218,126.8511917
화곡1동 배다리서길(구),37.52814279,126.8399297
화곡4동 배다리동길(구),37.53000756,126.8586131
화곡2동 배다리동길(구),37.5294004,126.8548444
화곡8동 배다리동길(구),37.52910173,126.8512885
화곡1동 달구지길(구),37.53304405,126.8370988
화곡6동 신학대길(구),37.55076408,126.850346
방신시장 고객주차장(구),37.5718466,126.8130686
가양3동 황금내공원길(구),37.56319812,126.8615346
등촌3동 꿈나무길(구),37.55974636,126.8463185
망원 유료 주차장(구),37.5542172,126.9018679
용강동 노상 공영주차장(구),37.54084621,126.9423728
화곡6동 신학대길(구),37.55038698,126.8503951
동교동 노상 공영주차장(구),37.55604854,126.9268063
방화로 공영주차장(시),37.55359861,126.8167318
경남 공영주차장(구),37.55414318,126.9191948
연남 유료 주차장(구),37.56207319,126.9244254
합정 노상 공영주차장(구),37.54900017,126.9160713
청기와 유료 주차장(구),37.55477169,126.9127194
청계3(창경궁로_남) 공영주차장(시),37.56821635,126.9979592
세운대림상가(서측)(구),37.566771,126.995256
동대문비즈센터앞 이륜차 주차장(구),37.56648337,127.0128093
청계5(동호로_남) 공영주차장(시),37.56863128,127.0022548
이화여고 앞(구),37.565232,126.968542
공유) 삼풍상가3구간(14~17)(구),37.56464231,126.9959147
청계3(창경궁로_남) 공영주차장(시),37.56826994,126.9979549
중앙의료원옆 이륜차 주차장(구),37.56727378,127.0071971
세운대림상가(동측)(구),37.5678087,126.9956731
성산로 관광버스 주차허용 구간(시),37.56581304,126.91348
청계5(남) 공영주차장(시),37.56950919,127.0074366
당인 유료 주차장(구),37.54581184,126.9175034
청계5가 공영주차장(시),37.56957338,127.0087247
남평화시장(구),37.568903,127.011511
맑은내길 노상공영주차장(구),37.56871261,127.0121914
훈련원공원 옆(구),37.567224,127.004636
구민회관앞 이륜차 주차장(구),37.56820983,127.0064557
청계6(신평화시장앞) 공영주차장(시),37.56957236,127.0117553
청계6(동평화) 공영주차장(시),37.56958163,127.0130979
청계5(방산동) 공영주차장(시),37.56947993,127.0035276
공유) 삼풍상가4구간(18~21)(구),37.56517035,126.9954911
코오롱빌딩 옆(구),37.5675574,126.978479
공유) 삼풍상가4구간 4-22면(장애인전용)(구),37.56561667,126.9954448
조선호텔 앞(구),37.56391882,126.9801628
다동쉼터(구),37.567901,126.980001
한국관광공사 옆(구),37.568139,126.982001
청소년회관 뒤 노상 공영주차장(구),37.56734809,126.9903457
청계2(충무로) 공영주차장(시),37.5669511,126.9926408
공유) 삼풍상가3구간 3-01면(장애인전용)(구),37.56620533,126.9957765
공유) 삼풍상가4구간(23~26)(구),37.56626933,126.9953819
남대문시장3번게이트 이륜차 주차장(시),37.56098664,126.9783661
서울스퀘어빌딩앞 이륜차 전용주차장(시),37.55510554,126.973233
남대문시장2번게이트앞 이륜차 주차장(시),37.56081326,126.9775357
공유) 진양상가2구간(18~22)(구),37.56354219,126.9956508
남산케이블카 공영주차장(시),37.55631925,126.9841524
공유) 삼풍상가3구간(02~12)(구),37.56540628,126.995847
국제화재빌딩 옆(구),37.5578897,126.976125
마른내길 공영주차장(시),37.56427378,126.9945106
남산파출소 공영주차장(시),37.55486044,126.9819955
남대문피혁상가 남측(구),37.558696,126.972696
공유) 진양상가2구간(14~16)(구),37.5631502,126.9956904
공유) 진양상가1구간(03~05)(구),37.563357,126.996042
남산공원 소파로 관광버스전용 주차장(시),37.55604371,126.9778484
청계8가 공영주차장(시),37.57000613,127.0172976
청계3(동호로) 공영주차장(시),37.56883289,127.0019846
뉴국제호텔 앞(구),37.568191,126.977892
소파로케이블카앞 관광버스전용 주차장(시),37.55519966,126.9837428
중앙우체국옆 이륜차 주차장(구),37.56198473,126.9816819
진양상가노상공영주차장(구),37.56277131,126.9961023
중곡복개천 공영주차장(B)(구),37.55962723,127.0870241
중곡복개천 공영주차장(구),37.56033903,127.0861719
신성시장길공영노상주차장(구),37.55736064,127.0899637
송림 기사식당길 공영주차장(구),37.53438033,127.0750944
천호2동제2(구),37.54009785,127.1230529
공유) 주양쇼핑옆 주차장(구),37.55283718,127.1531269
공유) 주양쇼핑앞 주차장(구),37.5517763,127.1543037
공유) 15-가600구간(구),37.530569,127.1236624
주양쇼핑앞(구),37.55177331,127.1543555
주양쇼핑옆(구),37.55289288,127.1531199
덕성엔앰피(구),37.47261312,126.8835127
두산공원A~B(구),37.47312649,126.8940189
BYC(구),37.47774452,126.8828562
아톰(구),37.47137156,126.8827591
요업기술원-LG전자뒤(구),37.47318516,126.8885657
가산중앞(구),37.46875063,126.8949559
삼환아파트(구),37.46479102,126.8905528
신천지(구),37.47248356,126.8974399
가산중뒤(구),37.46718681,126.8930366
기륭전자(구),37.47384115,126.887521
범일운수~신세계물류센터(구),37.46703407,126.890455
만승뒤(협동봉제조합)(구),37.4791502,126.8884759
웅진코웨이~sk트윈타워(구),37.4741874,126.8842732
가산디지털환승(구),37.48515886,126.8812049
우리은행(구),37.47671941,126.8904738
세일철강~LG전자연구소(구),37.47032931,126.8861321
두산공원A~B(구),37.47358427,126.8937675
LG텔레콤(구),37.47480395,126.8874506
SJ테크노빌(구),37.47981241,126.8836268
국도화학(구),37.47400213,126.8817529
웅진코웨이~sk트윈타워(구),37.47599451,126.8836332
공유) 가산동 01-51구역(구),37.48336059,126.8844719
사조냉장-무등실업(구),37.4708634,126.8916532
서부간선도로(구),37.47202979,126.8810482
방배복개도로 제1지역 노상공영주차장(구),37.47820939,126.9825832
방배복개도로 제2지역 노상공영주차장(구),37.48212783,126.9826331
방배중앙로 노상공영주차장(구),37.49513255,126.9858743
방배복개도로 제1지역 노상공영주차장(구),37.48084519,126.9824301
공유) 3-66(구),37.48870004,127.0074067
마장동거주자우선주차장(구),37.565149,127.039444
뚝도시장(구),37.53784492,127.0543837
거주자우선주차장(구),37.56939855,127.0396651
마장축산물시장 남문(구),37.56825278,127.0408665
마장축산물시장 현대아파트 앞 노상공영주차(구),37.56979102,127.0441156
성수역 3번출구 앞(구),37.54279479,127.0564613
장한평자동차시장 노상공영주차장(구),37.56031618,127.0634813
KT성수분국 앞(구),37.54497008,127.0612047
"신정1,3동 복개(구)",37.51967689,126.8538633
파리공원(구),37.53380939,126.8771989
신정4동길(구),37.52754439,126.8547368
신월1동저지복개2구역(구),37.53517912,126.8344786
청계8가(남) 공영주차장(시),37.56982614,127.0289389
현대41타워앞(구),37.52776366,126.875555
양천경찰서(구),37.51644904,126.8652721
신월5동복개주차장(구),37.53757014,126.8280552
한전뒷길(구),37.51983991,126.869201
양천공원옆(구),37.51893609,126.8686489
양천구청(구),37.51716875,126.8671673
법안정사(구),37.53588926,126.8775051
세우빌딩앞 노상주차장(구),37.53062851,126.9256966
KBS별관뒤 노상주차장(구),37.51879126,126.9283421
미래에셋빌딩 앞 노상주차장(구),37.51919016,126.9282084
도림고가 노상주차장(구),37.51208972,126.8979786
교보생명옆 노상주차장(구),37.52113496,126.8925187
교보생명 앞 노상주차장(구),37.52148234,126.8914413
문래동주민센터 앞 노상주차장(구),37.51684131,126.9001172
동문굿모닝탑 옆(구),37.51507494,126.8611521
산업은행앞 노상주차장(구),37.52774837,126.9205569
MBC방송국뒤 노상주차장(구),37.52438623,126.9305561
KBS본관 앞 노상주차장(구),37.52521367,126.9182304
국민일보사옥앞 노상주차장(구),37.52966515,126.9249346
성애병원 앞 노상주차장(구),37.51193769,126.9222371
한국거래소앞 노상주차장(구),37.52214771,126.9278991
당산고가 밑 이륜차 전용주차장(구),37.53329412,126.901493
여의도공원앞3 노상주차장(구),37.52799546,126.9239348
삼환아파트 앞 노상주차장(구),37.51491295,126.8881328
영등포역 이륜차 주차장(구),37.51630014,126.9068388
진주아파트 옆 노상주차장(구),37.51900901,126.9327615
대신시장 노상주차장(구),37.51129572,126.9171167
호성빌딩 앞 노상주차장(구),37.52031036,126.9291858
중소기업중앙회 앞 노상주차장(구),37.52875253,126.9221797
문래1동 공영주차장(시),37.5135531,126.8970301
영등포로터리 공영주차장(시),37.51808443,126.9115547
여의도백화점 앞 노상주차장(구),37.52101603,126.9272812
경호빌딩앞 노상주차장(구),37.52360404,126.9259988
교보생명 앞 노상주차장(구),37.52088675,126.8922637
가든예식장 앞 노상주차장(구),37.51996405,126.9282892
KBS연구관앞 노상주차장(구),37.52712979,126.9157425
KBS별관옆 노상주차장(구),37.5190261,126.9302425
국민은행앞 노상주차장(구),37.52870721,126.9188983
중마루공원앞 노상주차장(구),37.5197808,126.910937
양남사거리 앞 노상주차장(구),37.52241801,126.8915761
영등포중앙시장 노상주차장(구),37.52234304,126.9084084
한진해운 앞 노상주차장(구),37.52294414,126.9253259
화재보험협회 앞 노상주차장(구),37.52084223,126.9259399
벽산디지털밸리앞 노상주차장(구),37.51498139,126.8854759
한강쇼핑(구),37.52067577,126.971307
효창공원2(구),37.54332317,126.9587616
효창공원1(구),37.54651282,126.9608076
삼각지역(구),37.53456874,126.9737372
공유) 당산1동거주자우선주차장(구),37.52549893,126.8988849
경남아파트 앞 노상주차장(구),37.52446034,126.9020584
이촌로54길(구),37.52037313,126.9673278
장충단로(한남광장) 관광버스전용 주차장(시),37.54738352,127.002699
양평동(동) 공영주차장(시),37.53970236,126.8902925
경남아파트 앞 노상주차장(구),37.52437153,126.9022576
여의도공원앞2 노상주차장(구),37.52629786,126.9212003
신흥증권앞 노상주차장(구),37.5245141,126.9266707
홍우빌딩 앞 노상주차장(구),37.52069427,126.9307599
경도상가앞 노상주차장(구),37.51947516,126.9309785
상봉복개(구),37.59340489,127.0873074
묵중안공영주차장(구),37.6030457,127.0774134
중화동(구),37.59439841,127.0723019
우림시장공영주차장(구),37.59866716,127.0978184
나들목공영주차장(구),37.59746028,127.0764288
동부갯 공영주차장(구),37.59925907,127.0954926
매화공영주차장(구),37.5949999,127.0894758
맛솜씨공영주차장(구),37.59849321,127.0973693
주막거리공영주차장(구),37.59353685,127.0785979
양남사거리 앞 노상주차장(구),37.52273063,126.8914573
여의서로 공영주차장(시),37.53313643,126.9172302
태양빌딩앞 노상주차장(구),37.52085263,126.9296251
대림역 공영주차장(시),37.4936884,126.8951696
동아빌딩앞 노상주차장(구),37.52907804,126.9205749
렉싱턴호텔뒤 노상주차장(구),37.52939676,126.9220187
롯데캐슬앞 노상주차장(구),37.5207317,126.9265433
연희사러가쇼핑센터앞(구),37.56824552,126.9311303
대치유수지(구),37.50518289,127.0682641
공유) 노량진2동 나블럭(구),37.512161,126.9389416
개포주공5단지북측(구),37.48878771,127.0686649
일원동맛의거리(구),37.49058511,127.0856213
남대문시장자유상가앞 이륜차 주차장(시),37.56123571,126.9797622
남대문시장알파문구앞 이륜차 주차장(시),37.56054494,126.9767206
남대문시장연세상가앞 이륜차 주차장(시),37.55758396,126.9764029
위례성길(D) 노상공영주차장(구),37.51329548,127.1236697
위례성길(B-1) 노상공영주차장(구),37.51583837,127.1165869
거주자우선주차장(구),37.53038087,127.1240828
유진상가앞(구),37.59160652,126.9437449
교통공원길(C) 노상공영주차장(구),37.51594547,127.0999234
봉상시길(구),37.50917673,127.0798646
방이습지 노상공영주차장(구),37.50947432,127.134359
봉상시길(구),37.51096863,127.0800301
봉상시길(구),37.51033392,127.0801841
로데오길(A) 노상공영주차장(구),37.49121098,127.125441
교통공원길(A) 노상공영주차장(구),37.5165229,127.1035349
동작갯마을(구),37.49610445,126.9825174
삼성동제1공영(구),37.4636279,126.9302622
테헤란로26길(구),37.49985735,127.0359946
은마아파트(구),37.49889314,127.0630357
한신동성아파트옆(구),37.63997207,127.0741531
위례성길(B-2) 노상공영주차장(구),37.51466177,127.1198687
교통공원길(B) 노상공영주차장(구),37.51500216,127.1007026
로데오길(C) 노상공영주차장(구),37.49008986,127.12387
로데오길(B) 노상공영주차장(구),37.49056587,127.1247733
주공12단지상가뒤(구),37.66714746,127.0578156
논현로131길(구),37.514528,127.029968
인왕시장앞(구),37.59133898,126.9434563
삼성동제1공영(구),37.46808544,126.9311042
주공3단지상가주변(구),37.6530156,127.0586923
주공11단지상가뒤(구),37.66525073,127.0570085
용답동거주자우선주차장(구),37.56178318,127.0592536
공유) 18-25(구),37.54597625,127.0619723
창동역 (구)구청별관주차장(구),37.65288178,127.0497614
노원세무서 앞 공영주차장(구),37.65309682,127.0516336
방학동 월드상가 앞 주차장(구),37.66823792,127.0466579
도봉권역공영차고지(시),37.69009914,127.0431044
남부여성발전센터 공영주차장(시),37.462917,126.905718
신성시장길노상공영주차장(구),37.55470191,127.0937551
장안공원지하주차장(구),37.57739367,127.0713961
신방화역 공영주차장(시),37.56706812,126.8175763
송림 기사식당길 공영주차장(구),37.53628529,127.0764772
신성시장길공영노상주차장(구),37.55596302,127.0919363
송림기사식당길(B) 공영주차장(구),37.53231311,127.0755562
송림기사식당길(B) 공영주차장(구),37.53146229,127.0750473
진흥로 공영주차장(시),37.60111934,126.9200032
온수역(남) 공영주차장(시),37.49199117,126.8240654
옥수역 공영주차장(시),37.54218692,127.0173024
돈화문로 공영주차장(시),37.56465348,126.9929129
도봉로 15길 공영주차장(시),37.61690023,127.0280716
원효대교 남단 공영주차장(시),37.52249148,126.937049
가양라이품 공영주차장(시),37.57155732,126.8416529
신영시장 공동주차장(구),37.53302124,126.8362542
마른내길 이륜차 주차장(구),37.56452127,127.0001271
마른내로 공영주차장(시),37.56452675,126.999827
관악신사시장 공영주차장(구),37.48671865,126.9172816
중곡초교(구),37.57427209,127.0837763
DDP동측(양쪽) 관광버스전용 주차장(시),37.56607834,127.0104982
중계4동 임시공영주차장(구),37.65859344,127.0735567
장위전통시장 공영주차장(구),37.61025825,127.0498604
반포4동 주민센터 공영주차장(구),37.497486,127.0003389
양재2동주민센터 공영주차장(구),37.47065988,127.0412941
영등포구청환승주차장(구),37.52462558,126.8956473
정릉천변 공영주차장(구),37.58588626,127.0367039
정화여상 노상(구),37.58473147,127.0405398
동서시장 식품 공영주차장(구),37.58195785,127.0405401
장안보성연립노상주차장(구),37.56581055,127.066268
동서시장 과일채소부 공영주차장(구),37.58072563,127.040607
답십리 부품상가 노상(구),37.56594745,127.0606248
청계천 주변(구),37.57312638,127.0277635
청계천 주변(구),37.57205932,127.0280503
신일피혁주변(구),37.56531853,127.0677929
삼희상가주변(구),37.56878106,127.051601
