승차인원수,위도,경도,시간대
10157.5,37.502834,126.94791,21
8120.5,37.502834,126.94791,22
4751.25,37.502834,126.94791,23
954.75,37.502834,126.94791,0
0.25,37.502834,126.94791,1
0.0,37.502834,126.94791,2
0.0,37.502834,126.94791,3
0.0,37.505781,126.753083,4
0.0,37.505781,126.753083,5
0.0,37.505781,126.753083,6
0.0,37.505781,126.753083,7
0.0,37.505781,126.753083,8
0.0,37.505781,126.753083,9
0.0,37.505781,126.753083,10
0.0,37.505781,126.753083,11
0.0,37.505781,126.753083,12
0.0,37.505781,126.753083,13
0.0,37.505781,126.753083,14
1.0,37.505781,126.753083,15
0.0,37.505781,126.753083,16
0.0,37.505781,126.753083,17
0.0,37.505781,126.753083,18
0.0,37.505781,126.753083,19
0.0,37.505781,126.753083,20
0.0,37.505781,126.753083,21
0.0,37.505781,126.753083,22
0.0,37.505781,126.753083,23
0.0,37.505781,126.753083,0
0.0,37.505781,126.753083,1
0.0,37.505781,126.753083,2
0.0,37.505781,126.753083,3
58.5,37.547716,126.922852,4
4902.0,37.547716,126.922852,5
6023.0,37.547716,126.922852,6
9912.25,37.547716,126.922852,7
14027.0,37.547716,126.922852,8
9841.75,37.547716,126.922852,9
7449.5,37.547716,126.922852,10
8103.0,37.547716,126.922852,11
11296.75,37.547716,126.922852,12
12688.5,37.547716,126.922852,13
13214.0,37.547716,126.922852,14
15849.75,37.547716,126.922852,15
18682.75,37.547716,126.922852,16
24407.75,37.547716,126.922852,17
28577.5,37.547716,126.922852,18
21025.25,37.547716,126.922852,19
19215.25,37.547716,126.922852,20
22093.0,37.547716,126.922852,21
22247.25,37.547716,126.922852,22
15532.5,37.547716,126.922852,23
2863.75,37.547716,126.922852,0
9.5,37.547716,126.922852,1
0.0,37.547716,126.922852,2
0.0,37.547716,126.922852,3
48.0,37.564354,127.029354,4
5377.75,37.564354,127.029354,5
13412.5,37.564354,127.029354,6
39233.25,37.564354,127.029354,7
64821.25,37.564354,127.029354,8
36380.5,37.564354,127.029354,9
22035.75,37.564354,127.029354,10
19659.5,37.564354,127.029354,11
21197.0,37.564354,127.029354,12
20039.5,37.564354,127.029354,13
18566.25,37.564354,127.029354,14
19157.75,37.564354,127.029354,15
20747.25,37.564354,127.029354,16
24781.5,37.564354,127.029354,17
27095.75,37.564354,127.029354,18
18083.75,37.564354,127.029354,19
12111.25,37.564354,127.029354,20
10648.75,37.564354,127.029354,21
7538.0,37.564354,127.029354,22
2964.5,37.564354,127.029354,23
445.5,37.564354,127.029354,0
0.75,37.564354,127.029354,1
0.25,37.564354,127.029354,2
0.0,37.564354,127.029354,3
48.0,37.556712,127.166417,4
9308.0,37.556712,127.166417,5
28605.0,37.556712,127.166417,6
74702.75,37.556712,127.166417,7
55065.5,37.556712,127.166417,8
32777.0,37.556712,127.166417,9
24325.5,37.556712,127.166417,10
20641.25,37.556712,127.166417,11
20596.75,37.556712,127.166417,12
18034.5,37.556712,127.166417,13
16367.25,37.556712,127.166417,14
17516.25,37.556712,127.166417,15
19053.5,37.556712,127.166417,16
21108.0,37.556712,127.166417,17
19073.0,37.556712,127.166417,18
10645.5,37.556712,127.166417,19
7593.5,37.556712,127.166417,20
5084.0,37.556712,127.166417,21
3649.5,37.556712,127.166417,22
1627.0,37.556712,127.166417,23
414.0,37.556712,127.166417,0
2.75,37.556712,127.166417,1
0.0,37.556712,127.166417,2
0.0,37.556712,127.166417,3
4.75,37.517274,126.928422,4
675.125,37.517274,126.928422,5
1482.5,37.517274,126.928422,6
3095.375,37.517274,126.928422,7
4448.0,37.517274,126.928422,8
3426.375,37.517274,126.928422,9
3310.5,37.517274,126.928422,10
3886.875,37.517274,126.928422,11
4359.125,37.517274,126.928422,12
5122.5,37.517274,126.928422,13
5647.375,37.517274,126.928422,14
6773.125,37.517274,126.928422,15
8075.375,37.517274,126.928422,16
15447.5,37.517274,126.928422,17
24597.25,37.517274,126.928422,18
9252.625,37.517274,126.928422,19
7489.75,37.517274,126.928422,20
7070.5,37.517274,126.928422,21
5258.875,37.517274,126.928422,22
2516.5,37.517274,126.928422,23
606.375,37.517274,126.928422,0
1.125,37.517274,126.928422,1
0.0,37.517274,126.928422,2
0.0,37.517274,126.928422,3
10.5,37.565773,126.966641,4
3095.0,37.565773,126.966641,5
5929.5,37.565773,126.966641,6
17999.25,37.565773,126.966641,7
23631.75,37.565773,126.966641,8
17194.25,37.565773,126.966641,9
16291.75,37.565773,126.966641,10
19461.5,37.565773,126.966641,11
19924.5,37.565773,126.966641,12
20051.75,37.565773,126.966641,13
23726.25,37.565773,126.966641,14
29119.0,37.565773,126.966641,15
38953.75,37.565773,126.966641,16
70955.5,37.565773,126.966641,17
114778.0,37.565773,126.966641,18
32640.75,37.565773,126.966641,19
25798.5,37.565773,126.966641,20
23575.5,37.565773,126.966641,21
16307.25,37.565773,126.966641,22
6211.25,37.565773,126.966641,23
694.0,37.565773,126.966641,0
1.0,37.565773,126.966641,1
0.0,37.565773,126.966641,2
0.0,37.565773,126.966641,3
0.75,37.195504,127.051672,4
1069.5,37.195504,127.051672,5
4521.5,37.195504,127.051672,6
10051.25,37.195504,127.051672,7
3699.0,37.195504,127.051672,8
2745.0,37.195504,127.051672,9
1852.75,37.195504,127.051672,10
1853.5,37.195504,127.051672,11
1526.5,37.195504,127.051672,12
1494.25,37.195504,127.051672,13
1476.0,37.195504,127.051672,14
1721.5,37.195504,127.051672,15
1878.5,37.195504,127.051672,16
1913.25,37.195504,127.051672,17
2365.0,37.195504,127.051672,18
945.75,37.195504,127.051672,19
782.0,37.195504,127.051672,20
563.0,37.195504,127.051672,21
372.25,37.195504,127.051672,22
104.0,37.195504,127.051672,23
8.25,37.195504,127.051672,0
0.0,37.195504,127.051672,1
0.0,37.195504,127.051672,2
0.0,37.195504,127.051672,3
25.5,37.056496,127.052819,4
4419.0,37.056496,127.052819,5
11175.0,37.056496,127.052819,6
16227.25,37.056496,127.052819,7
15850.25,37.056496,127.052819,8
13208.5,37.056496,127.052819,9
11906.0,37.056496,127.052819,10
12048.75,37.056496,127.052819,11
13454.5,37.056496,127.052819,12
11656.25,37.056496,127.052819,13
12281.25,37.056496,127.052819,14
13960.75,37.056496,127.052819,15
18803.25,37.056496,127.052819,16
37081.0,37.056496,127.052819,17
24575.75,37.056496,127.052819,18
13835.25,37.056496,127.052819,19
10933.75,37.056496,127.052819,20
7753.75,37.056496,127.052819,21
4354.25,37.056496,127.052819,22
2054.0,37.056496,127.052819,23
79.25,37.056496,127.052819,0
0.25,37.056496,127.052819,1
0.0,37.056496,127.052819,2
0.0,37.056496,127.052819,3
18.25,37.491897,127.007917,4
1738.5,37.491897,127.007917,5
9659.75,37.491897,127.007917,6
18416.75,37.491897,127.007917,7
28381.0,37.491897,127.007917,8
28015.25,37.491897,127.007917,9
21297.25,37.491897,127.007917,10
28071.75,37.491897,127.007917,11
26099.75,37.491897,127.007917,12
34106.0,37.491897,127.007917,13
35273.5,37.491897,127.007917,14
42770.25,37.491897,127.007917,15
46506.75,37.491897,127.007917,16
70239.25,37.491897,127.007917,17
95586.75,37.491897,127.007917,18
45619.5,37.491897,127.007917,19
31497.0,37.491897,127.007917,20
30728.5,37.491897,127.007917,21
19653.75,37.491897,127.007917,22
6705.5,37.491897,127.007917,23
914.5,37.491897,127.007917,0
1.0,37.491897,127.007917,1
0.0,37.491897,127.007917,2
0.0,37.491897,127.007917,3
1088.25,37.614805,127.065851,4
7995.0,37.614805,127.065851,5
18904.25,37.614805,127.065851,6
47839.25,37.614805,127.065851,7
54299.5,37.614805,127.065851,8
28710.0,37.614805,127.065851,9
20518.0,37.614805,127.065851,10
17546.0,37.614805,127.065851,11
18431.75,37.614805,127.065851,12
18040.25,37.614805,127.065851,13
15841.5,37.614805,127.065851,14
14852.75,37.614805,127.065851,15
15857.0,37.614805,127.065851,16
16510.25,37.614805,127.065851,17
15334.0,37.614805,127.065851,18
10910.0,37.614805,127.065851,19
8008.0,37.614805,127.065851,20
7468.25,37.614805,127.065851,21
6440.75,37.614805,127.065851,22
3828.5,37.614805,127.065851,23
776.5,37.614805,127.065851,0
2.0,37.614805,127.065851,1
0.0,37.614805,127.065851,2
0.0,37.614805,127.065851,3
271.5,37.435047,126.902295,4
7546.75,37.435047,126.902295,5
16168.25,37.435047,126.902295,6
37155.25,37.435047,126.902295,7
35316.0,37.435047,126.902295,8
20437.75,37.435047,126.902295,9
14226.0,37.435047,126.902295,10
12866.25,37.435047,126.902295,11
12678.25,37.435047,126.902295,12
11801.75,37.435047,126.902295,13
11104.5,37.435047,126.902295,14
12692.75,37.435047,126.902295,15
14005.25,37.435047,126.902295,16
16651.75,37.435047,126.902295,17
16184.0,37.435047,126.902295,18
9369.0,37.435047,126.902295,19
6077.75,37.435047,126.902295,20
5063.5,37.435047,126.902295,21
3390.0,37.435047,126.902295,22
1281.0,37.435047,126.902295,23
68.5,37.435047,126.902295,0
0.0,37.435047,126.902295,1
0.0,37.435047,126.902295,2
0.0,37.435047,126.902295,3
2.0,37.505431,127.106979,4
2815.75,37.505431,127.106979,5
7280.125,37.505431,127.106979,6
19386.25,37.505431,127.106979,7
27745.125,37.505431,127.106979,8
18344.0,37.505431,127.106979,9
11971.25,37.505431,127.106979,10
11194.75,37.505431,127.106979,11
12384.75,37.505431,127.106979,12
12537.75,37.505431,127.106979,13
12072.625,37.505431,127.106979,14
12771.5,37.505431,127.106979,15
14849.875,37.505431,127.106979,16
16989.125,37.505431,127.106979,17
18613.25,37.505431,127.106979,18
11777.875,37.505431,127.106979,19
10548.375,37.505431,127.106979,20
10850.5,37.505431,127.106979,21
8752.375,37.505431,127.106979,22
3612.5,37.505431,127.106979,23
562.75,37.505431,127.106979,0
0.5,37.505431,127.106979,1
0.0,37.505431,127.106979,2
0.0,37.505431,127.106979,3
98.5,37.504503,127.049008,4
4802.25,37.504503,127.049008,5
10655.75,37.504503,127.049008,6
20089.5,37.504503,127.049008,7
32542.5,37.504503,127.049008,8
31063.75,37.504503,127.049008,9
34450.0,37.504503,127.049008,10
44262.0,37.504503,127.049008,11
53434.0,37.504503,127.049008,12
62108.5,37.504503,127.049008,13
72632.5,37.504503,127.049008,14
92536.0,37.504503,127.049008,15
117217.25,37.504503,127.049008,16
190346.25,37.504503,127.049008,17
292984.0,37.504503,127.049008,18
147637.0,37.504503,127.049008,19
94091.75,37.504503,127.049008,20
91028.75,37.504503,127.049008,21
74599.75,37.504503,127.049008,22
27495.0,37.504503,127.049008,23
4190.25,37.504503,127.049008,0
4.75,37.504503,127.049008,1
0.0,37.504503,127.049008,2
0.0,37.504503,127.049008,3
1.0,37.53802,126.893525,4
2011.0,37.53802,126.893525,5
6137.5,37.53802,126.893525,6
21922.25,37.53802,126.893525,7
26446.25,37.53802,126.893525,8
12837.5,37.53802,126.893525,9
8681.75,37.53802,126.893525,10
8960.0,37.53802,126.893525,11
9691.0,37.53802,126.893525,12
9060.75,37.53802,126.893525,13
8989.75,37.53802,126.893525,14
10306.0,37.53802,126.893525,15
12954.25,37.53802,126.893525,16
25735.75,37.53802,126.893525,17
37730.0,37.53802,126.893525,18
13972.25,37.53802,126.893525,19
7640.0,37.53802,126.893525,20
6263.75,37.53802,126.893525,21
4933.0,37.53802,126.893525,22
2027.5,37.53802,126.893525,23
356.0,37.53802,126.893525,0
0.5,37.53802,126.893525,1
0.0,37.53802,126.893525,2
0.0,37.53802,126.893525,3
2.5,37.51098,127.043593,4
942.0,37.51098,127.043593,5
3574.25,37.51098,127.043593,6
7970.0,37.51098,127.043593,7
9720.75,37.51098,127.043593,8
8013.75,37.51098,127.043593,9
6867.75,37.51098,127.043593,10
7771.0,37.51098,127.043593,11
10110.75,37.51098,127.043593,12
10774.5,37.51098,127.043593,13
11990.25,37.51098,127.043593,14
13169.0,37.51098,127.043593,15
17234.0,37.51098,127.043593,16
31373.25,37.51098,127.043593,17
55318.25,37.51098,127.043593,18
29720.5,37.51098,127.043593,19
15359.75,37.51098,127.043593,20
13554.75,37.51098,127.043593,21
10494.75,37.51098,127.043593,22
3996.75,37.51098,127.043593,23
721.25,37.51098,127.043593,0
0.75,37.51098,127.043593,1
0.0,37.51098,127.043593,2
0.0,37.51098,127.043593,3
131.25,37.300349,126.97075,4
8287.5,37.300349,126.97075,5
26963.25,37.300349,126.97075,6
68343.0,37.300349,126.97075,7
54174.75,37.300349,126.97075,8
27418.5,37.300349,126.97075,9
21225.5,37.300349,126.97075,10
19595.5,37.300349,126.97075,11
20835.5,37.300349,126.97075,12
19651.0,37.300349,126.97075,13
17680.0,37.300349,126.97075,14
18815.5,37.300349,126.97075,15
24523.5,37.300349,126.97075,16
25652.75,37.300349,126.97075,17
24783.5,37.300349,126.97075,18
15088.5,37.300349,126.97075,19
12721.75,37.300349,126.97075,20
12007.0,37.300349,126.97075,21
9975.5,37.300349,126.97075,22
4396.25,37.300349,126.97075,23
209.75,37.300349,126.97075,0
0.5,37.300349,126.97075,1
0.0,37.300349,126.97075,2
0.0,37.300349,126.97075,3
43.75,37.544581,127.055961,4
5066.5,37.544581,127.055961,5
9137.5,37.544581,127.055961,6
21934.0,37.544581,127.055961,7
30945.75,37.544581,127.055961,8
23768.25,37.544581,127.055961,9
21318.75,37.544581,127.055961,10
24553.5,37.544581,127.055961,11
30304.5,37.544581,127.055961,12
37321.25,37.544581,127.055961,13
44143.0,37.544581,127.055961,14
54879.5,37.544581,127.055961,15
71367.25,37.544581,127.055961,16
129183.0,37.544581,127.055961,17
241774.5,37.544581,127.055961,18
116242.5,37.544581,127.055961,19
80557.75,37.544581,127.055961,20
73259.0,37.544581,127.055961,21
53246.75,37.544581,127.055961,22
21711.0,37.544581,127.055961,23
3158.25,37.544581,127.055961,0
6.75,37.544581,127.055961,1
0.0,37.544581,127.055961,2
0.0,37.544581,127.055961,3
19.5,36.916076,127.126964,4
2282.75,36.916076,127.126964,5
3591.75,36.916076,127.126964,6
6088.5,36.916076,127.126964,7
6454.5,36.916076,127.126964,8
6526.25,36.916076,127.126964,9
6407.0,36.916076,127.126964,10
6518.0,36.916076,127.126964,11
8749.25,36.916076,127.126964,12
10159.0,36.916076,127.126964,13
9419.0,36.916076,127.126964,14
12404.75,36.916076,127.126964,15
17655.5,36.916076,127.126964,16
19583.0,36.916076,127.126964,17
13020.75,36.916076,127.126964,18
5355.75,36.916076,127.126964,19
4880.25,36.916076,127.126964,20
2783.25,36.916076,127.126964,21
1799.25,36.916076,127.126964,22
768.5,36.916076,127.126964,23
69.25,36.916076,127.126964,0
0.0,36.916076,127.126964,1
0.0,36.916076,127.126964,2
0.0,36.916076,127.126964,3
382.0,37.245025,127.013222,4
3611.5,37.245025,127.013222,5
8324.0,37.245025,127.013222,6
15542.0,37.245025,127.013222,7
10299.0,37.245025,127.013222,8
5797.75,37.245025,127.013222,9
4675.0,37.245025,127.013222,10
4350.25,37.245025,127.013222,11
4115.75,37.245025,127.013222,12
3779.25,37.245025,127.013222,13
3453.75,37.245025,127.013222,14
3869.25,37.245025,127.013222,15
5258.75,37.245025,127.013222,16
6527.75,37.245025,127.013222,17
5432.5,37.245025,127.013222,18
3340.5,37.245025,127.013222,19
2615.5,37.245025,127.013222,20
2182.25,37.245025,127.013222,21
1372.25,37.245025,127.013222,22
433.5,37.245025,127.013222,23
10.0,37.245025,127.013222,0
0.0,37.245025,127.013222,1
0.0,37.245025,127.013222,2
0.0,37.245025,127.013222,3
364.25,37.187533,127.04318,4
2139.75,37.187533,127.04318,5
5739.0,37.187533,127.04318,6
9877.0,37.187533,127.04318,7
8999.5,37.187533,127.04318,8
5856.0,37.187533,127.04318,9
4766.75,37.187533,127.04318,10
4031.25,37.187533,127.04318,11
4313.75,37.187533,127.04318,12
4224.75,37.187533,127.04318,13
3732.5,37.187533,127.04318,14
4020.5,37.187533,127.04318,15
5595.5,37.187533,127.04318,16
6315.25,37.187533,127.04318,17
8076.25,37.187533,127.04318,18
3160.75,37.187533,127.04318,19
2180.25,37.187533,127.04318,20
1936.75,37.187533,127.04318,21
1170.25,37.187533,127.04318,22
537.5,37.187533,127.04318,23
52.0,37.187533,127.04318,0
0.0,37.187533,127.04318,1
0.0,37.187533,127.04318,2
0.0,37.187533,127.04318,3
969.25,37.482753,126.79544,4
13254.25,37.482753,126.79544,5
13956.25,37.482753,126.79544,6
29797.75,37.482753,126.79544,7
27333.5,37.482753,126.79544,8
17780.25,37.482753,126.79544,9
14851.25,37.482753,126.79544,10
13600.25,37.482753,126.79544,11
13805.25,37.482753,126.79544,12
12826.0,37.482753,126.79544,13
11781.75,37.482753,126.79544,14
11997.0,37.482753,126.79544,15
13937.5,37.482753,126.79544,16
13741.5,37.482753,126.79544,17
11496.5,37.482753,126.79544,18
6722.5,37.482753,126.79544,19
4885.25,37.482753,126.79544,20
4095.0,37.482753,126.79544,21
2841.5,37.482753,126.79544,22
1142.0,37.482753,126.79544,23
45.0,37.482753,126.79544,0
0.5,37.482753,126.79544,1
0.0,37.482753,126.79544,2
0.0,37.482753,126.79544,3
11.5,37.656088,127.013252,4
1874.5,37.656088,127.013252,5
4004.75,37.656088,127.013252,6
10579.5,37.656088,127.013252,7
10810.75,37.656088,127.013252,8
6989.0,37.656088,127.013252,9
4946.5,37.656088,127.013252,10
4491.0,37.656088,127.013252,11
4589.0,37.656088,127.013252,12
4127.25,37.656088,127.013252,13
3598.5,37.656088,127.013252,14
4077.5,37.656088,127.013252,15
3757.25,37.656088,127.013252,16
3082.0,37.656088,127.013252,17
2566.75,37.656088,127.013252,18
1782.75,37.656088,127.013252,19
1227.25,37.656088,127.013252,20
806.0,37.656088,127.013252,21
676.25,37.656088,127.013252,22
406.0,37.656088,127.013252,23
48.5,37.656088,127.013252,0
0.0,37.656088,127.013252,1
0.0,37.656088,127.013252,2
0.0,37.656088,127.013252,3
3.0,37.62124,127.013528,4
3040.75,37.62124,127.013528,5
9999.0,37.62124,127.013528,6
29156.5,37.62124,127.013528,7
28510.75,37.62124,127.013528,8
16916.25,37.62124,127.013528,9
10941.25,37.62124,127.013528,10
9489.75,37.62124,127.013528,11
9653.0,37.62124,127.013528,12
8660.75,37.62124,127.013528,13
6837.75,37.62124,127.013528,14
6577.75,37.62124,127.013528,15
6841.25,37.62124,127.013528,16
6255.25,37.62124,127.013528,17
4941.5,37.62124,127.013528,18
3315.25,37.62124,127.013528,19
2294.25,37.62124,127.013528,20
1630.25,37.62124,127.013528,21
1389.75,37.62124,127.013528,22
602.75,37.62124,127.013528,23
135.5,37.62124,127.013528,0
0.5,37.62124,127.013528,1
0.0,37.62124,127.013528,2
0.0,37.62124,127.013528,3
1472.75,37.4876,126.753664,4
15750.5,37.4876,126.753664,5
38054.5,37.4876,126.753664,6
106692.0,37.4876,126.753664,7
88868.25,37.4876,126.753664,8
50343.75,37.4876,126.753664,9
37422.5,37.4876,126.753664,10
36507.0,37.4876,126.753664,11
36887.25,37.4876,126.753664,12
33890.0,37.4876,126.753664,13
30147.0,37.4876,126.753664,14
32731.25,37.4876,126.753664,15
37245.25,37.4876,126.753664,16
45544.0,37.4876,126.753664,17
73045.5,37.4876,126.753664,18
29543.0,37.4876,126.753664,19
22214.25,37.4876,126.753664,20
19053.5,37.4876,126.753664,21
15151.0,37.4876,126.753664,22
6877.75,37.4876,126.753664,23
439.5,37.4876,126.753664,0
0.0,37.4876,126.753664,1
0.0,37.4876,126.753664,2
0.0,37.4876,126.753664,3
26.5,37.561184,126.811973,4
3540.5,37.561184,126.811973,5
7669.75,37.561184,126.811973,6
19494.75,37.561184,126.811973,7
23139.25,37.561184,126.811973,8
14203.5,37.561184,126.811973,9
10872.25,37.561184,126.811973,10
9883.0,37.561184,126.811973,11
10035.5,37.561184,126.811973,12
9466.0,37.561184,126.811973,13
9197.75,37.561184,126.811973,14
9004.75,37.561184,126.811973,15
10122.5,37.561184,126.811973,16
11607.75,37.561184,126.811973,17
12683.75,37.561184,126.811973,18
7210.25,37.561184,126.811973,19
5537.0,37.561184,126.811973,20
4491.5,37.561184,126.811973,21
3693.5,37.561184,126.811973,22
1823.0,37.561184,126.811973,23
280.0,37.561184,126.811973,0
1.0,37.561184,126.811973,1
0.0,37.561184,126.811973,2
0.0,37.561184,126.811973,3
49.25,37.075696,127.054301,4
5181.25,37.075696,127.054301,5
7910.75,37.075696,127.054301,6
12937.25,37.075696,127.054301,7
11702.0,37.075696,127.054301,8
9509.75,37.075696,127.054301,9
8089.25,37.075696,127.054301,10
8159.0,37.075696,127.054301,11
8054.25,37.075696,127.054301,12
7524.0,37.075696,127.054301,13
6792.0,37.075696,127.054301,14
7580.5,37.075696,127.054301,15
9216.75,37.075696,127.054301,16
9867.25,37.075696,127.054301,17
10753.75,37.075696,127.054301,18
6042.5,37.075696,127.054301,19
4587.75,37.075696,127.054301,20
3852.0,37.075696,127.054301,21
2123.0,37.075696,127.054301,22
1023.25,37.075696,127.054301,23
55.75,37.075696,127.054301,0
0.0,37.075696,127.054301,1
0.0,37.075696,127.054301,2
0.0,37.075696,127.054301,3
4.0,37.499703,127.112183,4
3022.25,37.499703,127.112183,5
8763.5,37.499703,127.112183,6
29225.75,37.499703,127.112183,7
35273.5,37.499703,127.112183,8
20821.25,37.499703,127.112183,9
15163.0,37.499703,127.112183,10
13829.25,37.499703,127.112183,11
13910.5,37.499703,127.112183,12
13476.75,37.499703,127.112183,13
12049.75,37.499703,127.112183,14
13495.25,37.499703,127.112183,15
14873.75,37.499703,127.112183,16
15240.5,37.499703,127.112183,17
17269.5,37.499703,127.112183,18
9642.75,37.499703,127.112183,19
6740.5,37.499703,127.112183,20
5160.0,37.499703,127.112183,21
4093.25,37.499703,127.112183,22
1747.75,37.499703,127.112183,23
242.25,37.499703,127.112183,0
2.25,37.499703,127.112183,1
0.0,37.499703,127.112183,2
0.0,37.499703,127.112183,3
43.75,37.67785,127.055315,4
9247.75,37.67785,127.055315,5
20459.75,37.67785,127.055315,6
46710.5,37.67785,127.055315,7
48308.75,37.67785,127.055315,8
29060.25,37.67785,127.055315,9
20747.5,37.67785,127.055315,10
18578.0,37.67785,127.055315,11
19774.25,37.67785,127.055315,12
20444.75,37.67785,127.055315,13
19887.25,37.67785,127.055315,14
19589.25,37.67785,127.055315,15
19720.75,37.67785,127.055315,16
19138.5,37.67785,127.055315,17
18867.5,37.67785,127.055315,18
11620.25,37.67785,127.055315,19
8183.5,37.67785,127.055315,20
6604.0,37.67785,127.055315,21
4504.25,37.67785,127.055315,22
2184.0,37.67785,127.055315,23
280.0,37.67785,127.055315,0
0.75,37.67785,127.055315,1
0.0,37.67785,127.055315,2
0.0,37.67785,127.055315,3
193.75,37.487371,127.10188,4
4586.25,37.487371,127.10188,5
11571.75,37.487371,127.10188,6
33547.25,37.487371,127.10188,7
45336.75,37.487371,127.10188,8
31020.5,37.487371,127.10188,9
31717.75,37.487371,127.10188,10
26309.75,37.487371,127.10188,11
32240.5,37.487371,127.10188,12
29577.25,37.487371,127.10188,13
22876.0,37.487371,127.10188,14
34142.75,37.487371,127.10188,15
38477.0,37.487371,127.10188,16
44556.25,37.487371,127.10188,17
52320.5,37.487371,127.10188,18
23763.25,37.487371,127.10188,19
23928.75,37.487371,127.10188,20
16198.75,37.487371,127.10188,21
16520.25,37.487371,127.10188,22
6937.75,37.487371,127.10188,23
670.75,37.487371,127.10188,0
16.5,37.487371,127.10188,1
0.0,37.487371,127.10188,2
0.0,37.487371,127.10188,3
1377.5,37.265974,126.999874,4
19408.25,37.265974,126.999874,5
35342.0,37.265974,126.999874,6
71915.25,37.265974,126.999874,7
68717.5,37.265974,126.999874,8
47497.5,37.265974,126.999874,9
42989.5,37.265974,126.999874,10
48659.5,37.265974,126.999874,11
51882.25,37.265974,126.999874,12
53256.5,37.265974,126.999874,13
56240.0,37.265974,126.999874,14
70782.0,37.265974,126.999874,15
89610.25,37.265974,126.999874,16
91979.5,37.265974,126.999874,17
98951.25,37.265974,126.999874,18
76560.0,37.265974,126.999874,19
80767.0,37.265974,126.999874,20
62838.25,37.265974,126.999874,21
53055.0,37.265974,126.999874,22
21642.25,37.265974,126.999874,23
648.75,37.265974,126.999874,0
0.0,37.265974,126.999874,1
0.0,37.265974,126.999874,2
0.0,37.265974,126.999874,3
3.0,37.437428,127.140722,4
4015.25,37.437428,127.140722,5
6722.0,37.437428,127.140722,6
15897.25,37.437428,127.140722,7
22753.0,37.437428,127.140722,8
12566.5,37.437428,127.140722,9
8703.0,37.437428,127.140722,10
8197.5,37.437428,127.140722,11
9253.5,37.437428,127.140722,12
8587.0,37.437428,127.140722,13
7420.5,37.437428,127.140722,14
8881.0,37.437428,127.140722,15
10852.0,37.437428,127.140722,16
9062.75,37.437428,127.140722,17
8407.25,37.437428,127.140722,18
4976.25,37.437428,127.140722,19
3728.5,37.437428,127.140722,20
3003.25,37.437428,127.140722,21
2404.0,37.437428,127.140722,22
1031.5,37.437428,127.140722,23
244.75,37.437428,127.140722,0
0.5,37.437428,127.140722,1
0.0,37.437428,127.140722,2
0.0,37.437428,127.140722,3
96.25,37.564718,126.977108,4
1535.375,37.564718,126.977108,5
2785.75,37.564718,126.977108,6
6375.125,37.564718,126.977108,7
8851.375,37.564718,126.977108,8
11566.75,37.564718,126.977108,9
15309.0,37.564718,126.977108,10
21138.25,37.564718,126.977108,11
22030.75,37.564718,126.977108,12
26968.875,37.564718,126.977108,13
33789.625,37.564718,126.977108,14
43279.625,37.564718,126.977108,15
52258.5,37.564718,126.977108,16
91943.125,37.564718,126.977108,17
164513.0,37.564718,126.977108,18
60721.375,37.564718,126.977108,19
49076.125,37.564718,126.977108,20
44817.0,37.564718,126.977108,21
28324.0,37.564718,126.977108,22
10068.5,37.564718,126.977108,23
824.0,37.564718,126.977108,0
2.125,37.564718,126.977108,1
0.25,37.564718,126.977108,2
0.0,37.564718,126.977108,3
37.0,37.554548,127.020331,4
2842.25,37.554548,127.020331,5
6788.0,37.554548,127.020331,6
20231.5,37.554548,127.020331,7
27920.0,37.554548,127.020331,8
15114.75,37.554548,127.020331,9
9826.0,37.554548,127.020331,10
8945.75,37.554548,127.020331,11
9209.25,37.554548,127.020331,12
8970.0,37.554548,127.020331,13
8443.25,37.554548,127.020331,14
8330.0,37.554548,127.020331,15
10672.5,37.554548,127.020331,16
9734.0,37.554548,127.020331,17
10040.25,37.554548,127.020331,18
7476.25,37.554548,127.020331,19
4930.25,37.554548,127.020331,20
4004.0,37.554548,127.020331,21
2837.25,37.554548,127.020331,22
1214.0,37.554548,127.020331,23
207.0,37.554548,127.020331,0
0.0,37.554548,127.020331,1
0.0,37.554548,127.020331,2
0.0,37.554548,127.020331,3
344.375,37.517122,126.917169,4
5558.75,37.517122,126.917169,5
7139.5,37.517122,126.917169,6
19943.75,37.517122,126.917169,7
27947.25,37.517122,126.917169,8
14020.25,37.517122,126.917169,9
8676.375,37.517122,126.917169,10
7606.625,37.517122,126.917169,11
8736.75,37.517122,126.917169,12
7864.0,37.517122,126.917169,13
7056.5,37.517122,126.917169,14
7657.5,37.517122,126.917169,15
9409.5,37.517122,126.917169,16
13327.5,37.517122,126.917169,17
20496.75,37.517122,126.917169,18
8014.75,37.517122,126.917169,19
5564.25,37.517122,126.917169,20
5081.5,37.517122,126.917169,21
3627.0,37.517122,126.917169,22
1624.625,37.517122,126.917169,23
156.875,37.517122,126.917169,0
0.125,37.517122,126.917169,1
0.0,37.517122,126.917169,2
0.0,37.517122,126.917169,3
0.0,37.612887,127.103218,4
0.0,37.612887,127.103218,5
0.0,37.612887,127.103218,6
0.0,37.612887,127.103218,7
0.25,37.612887,127.103218,8
1.25,37.612887,127.103218,9
0.25,37.612887,127.103218,10
0.5,37.612887,127.103218,11
0.75,37.612887,127.103218,12
0.75,37.612887,127.103218,13
0.0,37.612887,127.103218,14
0.5,37.612887,127.103218,15
